age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,technician,single,tertiary,no,2269,yes,no,unknown,9,may,331.0,1,-1.0,0,unknown,no
47,admin.,married,secondary,no,1060,yes,no,unknown,6,jun,83.0,3,-1.0,0,unknown,no
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138.0,2,-1.0,0,unknown,no
41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312.0,5,-1.0,0,unknown,no
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120.0,3,1.0,6,success,yes
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526.0,2,-1.0,0,unknown,yes
47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,211.0,2,-1.0,0,unknown,no
53,services,married,secondary,no,4994,no,no,cellular,18,aug,62.0,6,-1.0,0,unknown,no
53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135.0,5,-1.0,0,unknown,no
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101.0,2,-1.0,0,unknown,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988.0,2,-1.0,0,unknown,yes
29,management,married,tertiary,no,451,no,no,cellular,28,jan,451.0,1,-1.0,0,unknown,no
45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030.0,1,-1.0,0,unknown,yes
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484.0,24,-1.0,0,unknown,yes
32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317.0,5,-1.0,0,unknown,yes
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445.0,1,-1.0,0,unknown,no
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383.0,2,188.0,5,failure,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605.0,1,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330.0,2,-1.0,0,unknown,no
56,management,married,unknown,no,353,no,yes,cellular,25,jul,171.0,2,-1.0,0,unknown,no
56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442.0,2,-1.0,0,unknown,no
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772.0,1,-1.0,0,unknown,yes
38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249.0,5,-1.0,0,unknown,no
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357.0,1,-1.0,0,unknown,no
38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147.0,2,-1.0,0,unknown,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199.0,7,167.0,1,failure,no
55,management,married,unknown,no,559,no,no,cellular,28,jan,271.0,2,-1.0,0,unknown,no
43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783.0,3,-1.0,0,unknown,no
43,management,married,tertiary,no,2,no,yes,cellular,20,aug,472.0,2,-1.0,0,unknown,no
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223.0,3,89.0,2,failure,yes
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395.0,2,-1.0,0,unknown,no
46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56.0,1,-1.0,0,unknown,no
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641.0,6,-1.0,0,unknown,no
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429.0,4,164.0,2,failure,yes
26,unemployed,single,secondary,no,1064,no,no,unknown,31,may,113.0,1,-1.0,0,unknown,no
45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11.0,11,-1.0,0,unknown,no
37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157.0,1,-1.0,0,unknown,no
60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79.0,4,-1.0,0,unknown,no
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178.0,1,1.0,1,success,yes
47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168.0,1,-1.0,0,unknown,no
33,technician,married,secondary,no,6699,no,no,cellular,9,nov,425.0,1,462.0,1,failure,no
51,unemployed,married,secondary,no,1760,no,yes,cellular,19,nov,162.0,1,-1.0,0,unknown,no
35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799.0,2,-1.0,0,unknown,yes
35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370.0,3,209.0,3,success,yes
48,admin.,single,secondary,no,1150,yes,no,unknown,28,may,357.0,1,-1.0,0,unknown,no
37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22.0,6,-1.0,0,unknown,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215.0,3,321.0,3,other,no
34,admin.,married,secondary,no,244,yes,no,cellular,31,jul,56.0,4,-1.0,0,unknown,no
32,services,married,primary,no,228,yes,no,cellular,21,jul,1017.0,6,-1.0,0,unknown,yes
30,management,single,tertiary,no,424,no,no,cellular,16,apr,298.0,4,-1.0,0,unknown,yes
47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126.0,1,-1.0,0,unknown,no
33,blue-collar,married,primary,no,-195,no,no,unknown,20,sep,9.0,1,-1.0,0,unknown,no
33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8.0,1,254.0,5,failure,no
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201.0,1,183.0,1,success,no
51,self-employed,divorced,primary,no,10924,no,no,cellular,6,may,106.0,2,-1.0,0,unknown,no
41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164.0,1,176.0,1,failure,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97.0,1,-1.0,0,unknown,no
60,management,single,tertiary,no,0,no,yes,cellular,23,jul,151.0,1,-1.0,0,unknown,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96.0,2,-1.0,0,unknown,no
37,management,single,unknown,no,504,yes,no,cellular,16,apr,555.0,1,-1.0,0,unknown,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270.0,2,347.0,1,failure,no
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339.0,3,-1.0,0,unknown,no
55,management,married,primary,no,2587,no,no,cellular,4,sep,328.0,2,94.0,2,success,yes
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159.0,1,-1.0,0,unknown,no
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323.0,2,364.0,1,failure,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342.0,1,-1.0,0,unknown,no
35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180.0,1,-1.0,0,unknown,no
39,management,married,tertiary,no,278,no,yes,cellular,28,jul,60.0,3,-1.0,0,unknown,no
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223.0,1,96.0,2,failure,no
29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434.0,2,356.0,4,failure,no
30,services,single,secondary,no,209,yes,no,unknown,6,may,30.0,2,-1.0,0,unknown,no
46,services,married,secondary,no,271,yes,no,unknown,16,may,134.0,4,-1.0,0,unknown,no
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10.0,2,-1.0,0,unknown,no
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397.0,2,-1.0,0,unknown,yes
26,student,single,secondary,no,2572,yes,no,cellular,5,may,620.0,1,-1.0,0,unknown,no
36,management,single,tertiary,no,339,no,no,cellular,21,nov,6.0,6,-1.0,0,unknown,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209.0,2,-1.0,0,unknown,no
50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419.0,2,-1.0,0,unknown,no
49,blue-collar,married,secondary,no,2039,yes,no,cellular,18,nov,283.0,2,-1.0,0,unknown,no
45,management,married,tertiary,no,5450,no,no,cellular,8,aug,188.0,2,-1.0,0,unknown,no
23,student,single,secondary,no,780,no,no,cellular,16,sep,267.0,1,-1.0,0,unknown,no
38,technician,single,secondary,no,0,yes,no,cellular,7,apr,196.0,2,-1.0,0,unknown,no
32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245.0,1,149.0,2,failure,no
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323.0,1,-1.0,0,unknown,yes
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065.0,1,183.0,1,other,no
58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138.0,5,-1.0,0,unknown,no
60,retired,married,primary,no,55,no,no,cellular,4,jun,207.0,1,-1.0,0,unknown,no
38,services,married,secondary,no,-140,no,no,unknown,25,jun,456.0,3,-1.0,0,unknown,no
51,technician,married,secondary,no,-379,yes,no,cellular,5,aug,261.0,1,-1.0,0,unknown,no
42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,80.0,1,308.0,4,failure,no
30,services,single,secondary,no,0,yes,no,cellular,18,may,131.0,6,363.0,9,failure,no
40,management,married,primary,no,733,yes,no,unknown,6,jun,94.0,7,-1.0,0,unknown,no
37,management,married,tertiary,no,393,yes,no,cellular,14,may,567.0,3,275.0,4,failure,yes
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153.0,1,-1.0,0,unknown,no
27,services,single,secondary,no,468,yes,no,cellular,13,may,109.0,1,-1.0,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,53.0,1,325.0,1,failure,no
39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77.0,1,-1.0,0,unknown,no
59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234.0,2,-1.0,0,unknown,yes
37,services,married,secondary,no,1328,yes,no,telephone,13,may,121.0,2,341.0,4,failure,no
41,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155.0,2,-1.0,0,unknown,no
45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108.0,1,-1.0,0,unknown,no
48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159.0,3,-1.0,0,unknown,no
48,technician,married,secondary,no,302,yes,no,unknown,26,may,208.0,3,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215.0,1,-1.0,0,unknown,no
35,services,married,secondary,no,109,yes,no,unknown,6,may,597.0,3,-1.0,0,unknown,no
33,management,single,tertiary,no,1240,yes,no,cellular,4,feb,505.0,2,260.0,1,other,no
28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380.0,4,-1.0,0,unknown,no
64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120.0,1,-1.0,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,27,aug,106.0,4,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332.0,2,358.0,2,failure,no
41,technician,married,secondary,no,288,yes,no,unknown,15,may,221.0,4,-1.0,0,unknown,no
34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80.0,1,-1.0,0,unknown,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60.0,5,87.0,1,success,no
38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212.0,3,-1.0,0,unknown,no
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493.0,3,-1.0,0,unknown,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98.0,2,-1.0,0,unknown,no
28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681.0,1,-1.0,0,unknown,yes
27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203.0,1,-1.0,0,unknown,no
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157.0,1,-1.0,0,unknown,no
50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287.0,1,-1.0,0,unknown,no
45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159.0,2,-1.0,0,unknown,no
41,technician,married,tertiary,no,744,yes,no,unknown,14,may,125.0,1,-1.0,0,unknown,no
39,technician,married,secondary,no,130,no,no,cellular,8,jul,202.0,2,-1.0,0,unknown,no
44,management,married,secondary,no,438,yes,no,telephone,8,may,37.0,3,303.0,1,failure,no
54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161.0,1,98.0,2,failure,yes
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72.0,4,-1.0,0,unknown,no
34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342.0,1,-1.0,0,unknown,no
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262.0,1,183.0,1,failure,yes
42,management,married,tertiary,no,0,no,no,cellular,13,aug,325.0,2,-1.0,0,unknown,no
53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223.0,7,-1.0,0,unknown,no
49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212.0,4,-1.0,0,unknown,yes
31,services,single,secondary,no,2070,no,no,cellular,29,aug,319.0,2,-1.0,0,unknown,no
45,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182.0,2,-1.0,0,unknown,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330.0,1,-1.0,0,unknown,no
46,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,514.0,1,-1.0,0,unknown,no
42,admin.,divorced,secondary,no,1076,yes,no,unknown,14,may,213.0,1,-1.0,0,unknown,no
37,management,married,tertiary,no,502,yes,no,cellular,7,may,551.0,1,351.0,1,failure,no
26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472.0,2,-1.0,0,unknown,no
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140.0,4,327.0,2,failure,no
36,services,single,secondary,no,342,yes,no,unknown,7,may,142.0,1,-1.0,0,unknown,no
29,blue-collar,single,primary,no,950,yes,no,unknown,4,jun,135.0,3,-1.0,0,unknown,no
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293.0,1,-1.0,0,unknown,no
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107.0,1,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127.0,2,-1.0,0,unknown,no
40,management,married,tertiary,no,542,yes,no,cellular,20,nov,1816.0,1,-1.0,0,unknown,no
53,management,married,primary,no,995,no,no,cellular,4,feb,200.0,3,-1.0,0,unknown,no
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418.0,1,-1.0,0,unknown,no
34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387.0,4,-1.0,0,unknown,no
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156.0,1,337.0,3,failure,no
56,management,married,tertiary,no,217,no,yes,cellular,21,jul,121.0,2,-1.0,0,unknown,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108.0,2,-1.0,0,unknown,no
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47.0,1,-1.0,0,unknown,no
27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16.0,5,322.0,4,other,no
36,management,married,secondary,no,644,yes,no,cellular,18,nov,54.0,2,-1.0,0,unknown,no
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265.0,2,-1.0,0,unknown,no
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168.0,1,-1.0,0,unknown,no
30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115.0,3,-1.0,0,unknown,no
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31.0,8,-1.0,0,unknown,no
30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279.0,4,-1.0,0,unknown,yes
62,retired,married,secondary,no,816,no,no,cellular,1,sep,28.0,2,-1.0,0,unknown,no
24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369.0,1,-1.0,0,unknown,no
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247.0,1,-1.0,0,unknown,no
66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155.0,1,-1.0,0,unknown,no
47,admin.,married,secondary,no,2,no,no,cellular,10,jul,89.0,1,-1.0,0,unknown,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180.0,1,-1.0,0,unknown,no
35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854.0,1,-1.0,0,unknown,yes
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,46.0,1,-1.0,0,unknown,no
27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266.0,2,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321.0,2,-1.0,0,unknown,no
44,management,married,tertiary,no,795,no,no,cellular,28,aug,99.0,24,-1.0,0,unknown,no
42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147.0,1,-1.0,0,unknown,no
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430.0,1,-1.0,0,unknown,yes
25,services,single,secondary,no,402,no,yes,cellular,7,jul,264.0,1,-1.0,0,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156.0,6,-1.0,0,unknown,no
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118.0,1,102.0,2,failure,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343.0,3,-1.0,0,unknown,no
50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226.0,3,-1.0,0,unknown,no
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5.0,1,-1.0,0,unknown,no
35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,138.0,1,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185.0,1,99.0,5,success,yes
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722.0,1,99.0,4,failure,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748.0,1,-1.0,0,unknown,no
39,management,married,tertiary,no,-606,yes,no,unknown,26,may,142.0,1,-1.0,0,unknown,no
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523.0,3,-1.0,0,unknown,no
36,blue-collar,single,primary,no,1313,yes,no,unknown,20,jun,8.0,10,-1.0,0,unknown,no
40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,153.0,1,-1.0,0,unknown,no
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210.0,2,-1.0,0,unknown,no
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121.0,1,-1.0,0,unknown,no
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212.0,1,-1.0,0,unknown,yes
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253.0,3,-1.0,0,unknown,no
57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139.0,4,-1.0,0,unknown,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71.0,1,-1.0,0,unknown,no
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421.0,1,92.0,2,success,yes
35,services,married,secondary,no,1453,yes,no,unknown,28,may,199.0,1,-1.0,0,unknown,no
54,blue-collar,married,secondary,no,1480,yes,no,unknown,14,may,108.0,1,-1.0,0,unknown,no
37,management,single,unknown,no,715,yes,no,unknown,20,may,247.0,2,-1.0,0,unknown,no
56,management,single,secondary,no,237,yes,no,telephone,9,jul,236.0,4,-1.0,0,unknown,no
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97.0,4,196.0,5,failure,no
40,management,married,tertiary,no,0,no,no,cellular,14,jul,109.0,8,-1.0,0,unknown,no
54,management,married,tertiary,no,55,yes,no,cellular,2,jun,112.0,2,-1.0,0,unknown,no
55,housemaid,married,primary,no,136,yes,no,unknown,19,jun,15.0,10,-1.0,0,unknown,no
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502.0,3,-1.0,0,unknown,no
52,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30.0,3,-1.0,0,unknown,no
55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193.0,2,-1.0,0,unknown,no
33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347.0,2,-1.0,0,unknown,no
52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468.0,2,-1.0,0,unknown,no
33,services,divorced,secondary,no,991,yes,no,unknown,27,may,148.0,1,-1.0,0,unknown,no
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295.0,1,91.0,2,success,yes
46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388.0,6,-1.0,0,unknown,yes
44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735.0,4,-1.0,0,unknown,yes
48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,339.0,1,-1.0,0,unknown,no
50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,172.0,1,370.0,1,failure,no
34,technician,single,secondary,no,4943,yes,yes,cellular,19,nov,117.0,2,-1.0,0,unknown,no
38,technician,single,secondary,no,258,no,yes,unknown,20,jun,587.0,2,-1.0,0,unknown,no
42,management,single,tertiary,no,515,yes,no,cellular,19,nov,501.0,2,-1.0,0,unknown,no
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203.0,5,84.0,1,failure,no
58,admin.,married,secondary,no,2,yes,yes,telephone,25,jul,282.0,9,-1.0,0,unknown,no
31,management,married,tertiary,no,13,no,no,cellular,28,aug,110.0,5,-1.0,0,unknown,no
19,student,single,primary,no,103,no,no,cellular,10,jul,104.0,2,-1.0,0,unknown,yes
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231.0,1,-1.0,0,unknown,no
31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378.0,3,-1.0,0,unknown,no
52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,193.0,6,-1.0,0,unknown,no
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110.0,5,-1.0,0,unknown,no
41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92.0,1,-1.0,0,unknown,no
30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407.0,1,-1.0,0,unknown,yes
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168.0,1,212.0,2,failure,no
32,management,married,tertiary,no,820,yes,no,cellular,17,jul,738.0,3,-1.0,0,unknown,no
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220.0,1,63.0,5,failure,yes
48,management,divorced,tertiary,no,108,yes,no,unknown,27,may,89.0,2,-1.0,0,unknown,no
36,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30.0,29,-1.0,0,unknown,no
